CNPJ_Fundo_Classe;Data_Referencia;Versao;Numero_Cotistas_Faixa_Ate_5;Numero_Cotas_Detidas_Faixa_Ate_5;Percentual_Cotas_Detidas_Faixa_Ate_5;Percentual_Detido_PF_Faixa_Ate_5;Percentual_Detido_PJ_Faixa_Ate_5;Numero_Cotistas_Faixa_5a10;Numero_Cotas_Detidas_Faixa_5a10;Percentual_Cotas_Detidas_Faixa_5a10;Percentual_Detido_PF_Faixa_5a10;Percentual_Detido_PJ_Faixa_5a10;Numero_Cotistas_Faixa_10a15;Numero_Cotas_Detidas_Faixa_10a15;Percentual_Cotas_Detidas_Faixa_10a15;Percentual_Detido_PF_Faixa_10a15;Percentual_Detido_PJ_Faixa_10a15;Numero_Cotistas_Faixa_15a20;Numero_Cotas_Detidas_Faixa_15a20;Percentual_Cotas_Detidas_Faixa_15a20;Percentual_Detido_PF_Faixa_15a20;Percentual_Detido_PJ_Faixa_15a20;Numero_Cotistas_Faixa_20a30;Numero_Cotas_Detidas_Faixa_20a30;Percentual_Cotas_Detidas_Faixa_20a30;Percentual_Detido_PF_Faixa_20a30;Percentual_Detido_PJ_Faixa_20a30;Numero_Cotistas_Faixa_30a40;Numero_Cotas_Detidas_Faixa_30a40;Percentual_Cotas_Detidas_Faixa_30a40;Percentual_Detido_PF_Faixa_30a40;Percentual_Detido_PJ_Faixa_30a40;Numero_Cotistas_Faixa_40a50;Numero_Cotas_Detidas_Faixa_40a50;Percentual_Cotas_Detidas_Faixa_40a50;Percentual_Detido_PF_Faixa_40a50;Percentual_Detido_PJ_Faixa_40a50;Numero_Cotistas_Faixa_Acima_50;Numero_Cotas_Detidas_Faixa_Acima_50;Percentual_Cotas_Detidas_Faixa_Acima_50;Percentual_Detido_PF_Faixa_Acima_50;Percentual_Detido_PJ_Faixa_Acima_50
33.554.611/0001-30;2024-12-01;1;0;0;0;0;0;0;0;0.07;0.07;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5030028.35;0.3718;0;0.3718;0;0;0;0;0;7;8499971.98;0.6282;0.6282;0
33.701.455/0001-93;2024-12-01;1;8;12.382724394757;0.222889020481514;0.109203386709443;0.113685633772071;2;9.925615835243;0.178661070037102;;0.178661070037102;;;;;;;;;;;;;;;;;;;;;;;;;;1;33.24722;0.598449909481384;;0.598449909481384
33.701.485/0001-08;2024-12-01;1;6;3.04;0.151999999805993;0.025000000071326;0.126999999734667;;;;;;;;;;;2;7.5;0.375000000118877;0.200000000095101;0.175000000023775;;;;;;;;;;;1;10.54;0.47300000007513;;0.47300000007513;;;;;
33.701.501/0001-54;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;4;28000;0.435276011628088;0.326457;0.108819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;36327;0.564723988371912;0;0.564724
33.701.887/0001-02;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;52140;1;;1
33.842.871/0001-01;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;133620;1;1;0;;;;;;;;;;
33.884.145/0001-51;2024-12-01;1;3053;354686;0.5598;0.4283;0.1315;2;81964;0.1294;0.0564;0.0729;1;81962;0.1293;0;0.1294;1;114992;0.1815;0;0.1815;;;;;;;;;;;;;;;;;;;;
33.884.197/0001-28;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;20787.80813845;1;;1
34.007.109/0001-72;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.027.774/0001-28;2024-12-01;1;4573;928341;0.861;0.7811;0.0799;2;149823;0.139;0;0.139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34.081.611/0001-23;2024-06-01;1;8770;2419497;0.947679934071633;0.805105923290903;0.142574010780729;1;133577;0.0523200659283671;0;0.0523200659283671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.081.631/0001-02;2024-12-01;1;1286;209874;0.365984828668585;0.144527;0.221369;1;35798;0.0624256691952219;0;0.062426;1;77778;0.135631702851164;0;0.135632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;250000;0.435957799285029;0;0.436046;0;0;0;0;0
34.081.637/0001-71;2024-12-01;1;13754;3677885;0.861572097309623;0.672918999999957;0.18806;2;590922;0.138427902690377;0;0.139021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.197.700/0001-30;2024-12-01;1;88;364292.5862;0.428751;0.20211;0.226641;1;67863;0.079871;0;0.079871;;;;;;1;146463;0.172378;0;0.172378;;;;;;1;271042;0.319;0;0.319;;;;;;;;;;
34.197.776/0001-65;2024-06-01;1;5209;1000337;0.7614;0.5066;0.2549;3;313447;0.2386;0;0.2386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.197.811/0001-46;2024-06-01;1;90267;11787247;1;0.8978;0.1022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.471.719/0001-22;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;1;6750;0.225;;0.225;1;11250;0.375;;0.375;1;12000;0.4;;0.4;;;;;
34.508.872/0001-87;2024-12-01;1;75606;11733895;1;0.930933999999913;0.0690659999999999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.508.923/0001-70;2024-12-01;1;96;35175;0.3718;0.3274;0.0244;5;37725;0.3988;0.3459;0.052854;1;21700;0.2294;0;0.2294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.508.959/0001-54;2024-12-01;1;633;156220;0.130183333333333;0.0578850000000004;0.072381;1;71997;0.0599975;0;0.059998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;971783;0.809819166666667;0;0.809735999999999
34.509.007/0001-55;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;772497.18065818;1;;1
34.547.078/0001-42;2024-06-01;1;11;5244.67284833;0.054;0.0164;0.0376;1;6989.03286327;0.072;;0.072;;;;;;;;;;;;;;;;1;34978.88669315;0.3603;;0.3603;;;;;;1;49870.05997522;0.5137;;0.5137
34.598.181/0001-11;2024-12-01;1;18924;2017612;0.4472;0.7194;0.2806;;;;;;1;553662;0.1227;0;1;1;695976;0.1542;0;1;1;1244853;0.2759;0;1;;;;;;;;;;;;;;;
34.691.520/0001-00;2024-06-01;1;1048;7948286;0.3293;0.0769;0.2524;1;1634740;0.0677;0;0.0677;1;2530714;0.1049;0;0.1049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12021450;0.4981;0;0.4981;0;0;0;0;0
34.691.925/0001-48;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;408817;1;0;1
34.736.474/0001-18;2024-06-01;1;112;1996466;0.76734;0.321021;0.446319;3;605334;0.23266;0;0.23266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34.736.510/0001-43;2024-12-01;1;305;211246;0.3827;0.3827;0;5;220554;0.3996;0.3996;0;;;;;;;;;;;1;120200;0.2177;0.2177;0;;;;;;;;;;;;;;;
34.835.191/0001-23;2024-06-01;1;7984;430277;0.3805;0.8836;0.1164;1;99006;0.0876;0;1;0;0;0;0;0;1;174456;0.1543;0;1;0;0;0;0;0;1;426967;0.3776;0;1;0;0;0;0;0;0;0;0;0;0
34.847.042/0001-84;2024-12-01;1;19;862;0.0006;0.0006;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1383898;0.9994;0;0.9994
34.847.063/0001-08;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34.867.728/0001-37;2024-12-01;2;49;211441.15122003;0.4018;0.375;0.0268;1;51685.6472635;0.0982;;0.0982;;;;;;;;;;;;;;;;;;;;;1;263126.82268833;0.5;;0.5;;;;;
34.895.711/0001-93;2024-12-01;1;20;6367.73;0.2422;0.0076;0.2346;1;1177.64;0.0549;0;0.0549;;;;;;;;;;;1;5251.21;0.245;0;0.245;;;;;;1;9814.07;0.4579;0;0.4579;;;;;
34.895.752/0001-80;2024-06-01;1;276;0;0.894712;0.583047;0.311665;;;;;;1;0;0.105288;0;0.105288;;;;;;;;;;;;;;;;;;;;;;;;;
34.895.894/0001-47;2024-12-01;1;399;567125;0.5701;0.3952;0.1749;2;139219;0.1399;;0.1399;1;133628;0.1343;;0.1343;1;154842;0.1556;;0.1556;;;;;;;;;;;;;;;;;;;;
35.360.651/0001-77;2024-12-01;1;93;18312.08;0.1528;0.1101;0.0427;1;10141.83567429;0.0868;;0.0868;1;15066.05879338;0.1269;;0.1269;;;;;;;;;;;;;;;;;;;;;1;75215.74;0.6335;0;0.6335
35.360.687/0001-50;2024-06-01;1;11262;2217449;0.8777;0.7324;0.1453;;;;;;1;308911;0.1223;0;0.1223;;;;;;;;;;;;;;;;;;;;;;;;;
35.449.574/0001-26;2024-12-01;2;;;;;;;;;;;1;7287686;0.1253;;0.1253;;;;;;;;;;;;;;;;;;;;;1;50875147.23;0.8747;;0.8747
35.507.262/0001-21;2024-06-01;1;2796;13945686;0.2704;0.3626;0.6374;1;3333336;0.0646;;1;;;;;;;;;;;1;15109638;0.293;;1;1;19178990;0.3719;;1;;;;;;;;;;
35.507.457/0001-71;2024-06-01;1;42075;8148575;0.792971;0.578376;0.214595;;;;;;1;561658;0.054657;0;0.054657;1;1565779;0.152372;0;0.152372;;;;;;;;;;;;;;;;;;;;
35.507.610/0001-60;2024-12-01;1;1;9922.94;0.0028;0.0028;0;0;0;0;0;0;1;433211.75;0.1224;0;0.1224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3094911.76;0.8748;0;0.8748
35.586.415/0001-73;2024-06-01;1;423;49873;0.0152;0.9856;0.0144;;;;;;1;470746;0.1431;;1;;;;;;;;;;;;;;;;;;;;;1;2767381;0.8417;;1
35.652.081/0001-99;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35.652.102/0001-76;2024-06-01;1;167421;27130067;1;0.750126750516318;0.249873249483682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35.652.174/0001-13;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;214035;0.464253953105004;0;0.464253953105004;1;246995;0.535746046894996;0;0.535746046894996
35.652.227/0001-04;2024-06-01;1;228;174476;0.27253400895659;0.206210881304095;0.0663231276524956;1;47805;0.0746720941457266;0;0.0746720941457266;0;0;0;0;0;0;0;0;0;0;1;131516;0.205429874148507;0;0.205429874148507;0;0;0;0;0;1;286402;0.447364022749176;0;0.447364022749176;0;0;0;0;0
35.652.252/0001-80;2024-06-01;1;2895;511611;0.835580663811773;0.728915761038214;0.106664902773559;1;35524;0.05801901738088;0;0.05801901738088;1;65147;0.106400318807347;0;0.106400318807347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35.652.278/0001-28;2024-06-01;1;282;3328304.04;0.937947796047139;0.937947796047139;0;1;220192;0.0620522039528611;0.0620522039528611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35.688.460/0001-39;2024-06-01;1;109;835980;0.4067;0.4873;0.5127;2;244000;0.1187;;1;;;;;;;;;;;2;975695;0.4746;;1;;;;;;;;;;;;;;;
35.689.497/0001-81;2024-06-01;1;120;618150;0.376920731707317;0.646364151096012;0.353635848903988;3;300000;0.182926829268293;0.333333333333333;0.666666666666667;;;;;;;;;;;2;721850;0.44015243902439;;1;;;;;;;;;;;;;;;
35.689.670/0001-41;2024-12-01;1;76;214654;0.6641;0.6641;;5;108546;0.3359;0.3359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35.689.733/0001-60;2024-12-01;1;2100;324049;0.6726;0.6364;0.0362;1;32931;0.0684;0;0.0684;;;;;;;;;;;1;124777;0.259;0;0.259;;;;;;;;;;;;;;;
35.704.849/0001-20;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1621607.1157;1;0;1
35.705.463/0001-33;2024-12-01;1;14026;3607292;0.5395;0.3071;0.2324;;;;;;;;;;;1;1155657;0.1728;;0.1728;1;1924086;0.2877;;0.2877;;;;;;;;;;;;;;;
35.705.542/0001-44;2024-12-01;1;54;578132.62;0.5543;0.5132;0.0411;5;345639.38;0.3314;0.2651;0.0663;1;119185.99;0.1143;0.1143;0;;;;;;;;;;;;;;;;;;;;;;;;;
35.725.659/0001-90;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;37754.86778822;1;0;1
35.725.666/0001-91;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;3;32487.1025;1;0.666667;0.333333;;;;;;;;;;
35.754.164/0001-99;2024-12-01;1;25460;4991535;1;0.7824;0.2176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35.755.044/0001-06;2024-12-01;1;1022;113328.24566914;0.732865595212328;0;0.732865595212328;2;22372.5;0.144677396460861;0;0.144677396460861;1;18936.4025467;0.122457008326802;0;0.122457008326802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35.755.232/0001-34;2024-12-01;1;48;56706.75;0.4818;0.8689;0.1311;3;27484.35;0.2335;0.7059;0.2941;1;13297.58;0.113;0;1;1;20209.14;0.1717;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35.765.826/0001-26;2024-12-01;2;18319;4824987;1;0.6905;0.3095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35.765.889/0001-82;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1094128.46470085;1;1;
35.765.907/0001-26;2024-12-01;2;2;1170012.00154229;0.0462;0;0.0462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24163701.4582554;0.9538;0;0.9538
35.819.314/0001-03;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;497964563.23429;1;0;1
35.820.768/0001-96;2024-12-01;1;57;14676;0.3001;0.2153;0.0848;3;11667;0.2386;0.0937;0.1449;2;11225;0.2295;;0.2295;;;;;;1;11334;0.2318;;0.2318;;;;;;;;;;;;;;;
35.864.448/0001-38;2024-06-01;1;158590;132757940;1;0.93;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35.880.201/0001-05;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;373790297.260055;1;0;1
35.940.506/0001-65;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;100;1;;1
36.098.375/0001-83;2024-12-01;2;106;453782;0.5855;1;0;6;321233;0.4145;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36.200.654/0001-06;2024-12-01;1;101;1606387.2;0.6708;0.2582;0.4126;2;326273.64;0.1362;0;0.1362;;;;;;1;462354.68;0.193;0;0.193;;;;;;;;;;;;;;;;;;;;
36.200.701/0001-11;2024-12-01;1;;;;;;1;41314.29;0.0879;0;0.0872;;;;;;;;;;;;;;;;;;;;;;;;;;1;428801.73;0.9121;0;0.9128
36.244.015/0001-42;2024-06-01;1;81049;26027419;0.871528920803248;0.830347999999874;0.037651;2;3836672;0.128471079196752;0;0.132001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.258.924/0001-30;2024-12-01;1;0;0;0;0;0;1;7.189;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;64.701;0.9;0;0.9
36.293.425/0001-83;2024-06-01;2;11538;738141;0.8197;0.9202;0.0798;0;0;0;0;0;0;0;0;0;0;1;162353;0.1803;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.312.025/0001-78;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;206946.34294932;1;;1
36.312.772/0001-06;2024-06-01;1;8749;497020;0.6643;0.9244;0.0756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;251131;0.3357;0;1;0;0;0;0;0;0;0;0;0;0
36.368.925/0001-37;2024-12-01;1;349;29899;0.0088;0.0014;0.0073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3383950;0.9912;0;0.9913
36.420.742/0001-13;2024-12-01;1;1;15947.86;0.0028;0.0028;0;0;0;0;0;0;1;696244.99;0.1224;0;0.1224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;494049.72;0.8748;0;0.8748
36.445.551/0001-06;2024-12-01;1;52;120919;0.2454;0.1538;0.0916;4;134722;0.2735;0.1129;0.1606;;;;;;;;;;;;;;;;;;;;;1;237009;0.4811;0;0.4811;;;;;
36.445.587/0001-90;2024-12-01;1;47708;20210670;0.75;0.5668;0.1832;;;;;;;;;;;;;;;;1;6735550;0.25;0;0.25;;;;;;;;;;;;;;;
36.501.128/0001-86;2024-06-01;1;125518;18851720;1;0.9739;0.0261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36.501.159/0001-37;2024-06-01;1;32;393465;0.2459;0.0001;0.9999;2;197103;0.1232;0;1;2;368368;0.2302;0;1;1;240348;0.1502;0;1;1;400716;0.2504;0;1;;;;;;;;;;;;;;;
36.501.181/0001-87;2024-12-01;1;2936;617271;0.4114;0.671;0.329;4;458327;0.3054;0;1;1;175000;0.1166;0;1;1;250000;0.1666;0;1;;;;;;;;;;;;;;;;;;;;
36.501.198/0001-34;2024-12-01;1;2253;468946;0.6253;0.7842;0.2158;3;184877;0.2465;0.3858;0.6142;1;96177;0.1282;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
36.501.210/0001-00;2024-06-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1135160;1;0;1
36.501.233/0001-15;2024-06-01;1;15839;10119581;0.6202;0.8023;0.1977;3;4130229;0.2531;0;1;1;2066030;0.1266;0;1;;;;;;;;;;;;;;;;;;;;;;;;;
36.501.249/0001-28;2024-12-01;1;1;237059.33739217;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36.517.660/0001-91;2024-12-01;1;1070;960727;0.55396;0.42618;0.12778;1;92713;0.0534584866853985;0.0534584866853985;0;;;;;;;;;;;;;;;;1;680859;0.392584554335786;0;0.392584554335786;;;;;;;;;;
36.532.530/0001-28;2024-12-01;1;;;;;;4;1200;0.3334;0.3334;;6;2400;0.6666;0.5555;0.1111;;;;;;;;;;;;;;;;;;;;;;;;;
36.615.915/0001-59;2024-12-01;1;366;1279070;1;0.9889;0.0111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.642.219/0001-31;2024-06-01;1;50932;8311269;0.943616884189564;0.907688735718053;0.0359281484715116;1;496616;0.0563831158104358;0;0.0563831158104358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.642.244/0001-15;2024-06-01;1;42562;5982736;1;0.973392274036494;0.0266077259635057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.642.275/0001-76;2024-06-01;1;140;1705819.00003398;0.856994363636704;0.581492433675223;0.275501929961481;2;284648;0.143005636363296;0.071502818181648;0.071502818181648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.642.293/0001-58;2024-06-01;1;39652;4555630;1;0.933028582215852;0.0669714177841484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.642.311/0001-00;2024-12-01;1;0;0;0;0;0;1;132963;0.0798780381672914;0;0.0798780381672914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1531612.183;0.920121961832709;0;0.920121961832709
36.642.356/0001-76;2024-06-01;1;624;156892;0.718656241268271;0.718037863068164;0.000618378200107186;4;61421;0.281343758731729;0.193941725870654;0.0874020328610756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.655.973/0001-06;2024-12-01;1;88759;105588411;0.946141862787365;0.794570307718298;0.151571555069067;1;6010510;0.0538581372126349;0;0.0538581372126349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.669.535/0001-05;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15913;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;63652;0.8;0;0.8
36.669.660/0001-07;2024-12-01;1;116573;44196050;1;0.9619;0.0381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36.673.421/0001-20;2024-12-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;69727;1;0;1
36.731.458/0001-68;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;47229.25642576;1;0;1
36.741.215/0001-00;2024-12-01;1;1;99506.20275243;0.0032;;0.0032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;30972067.5119814;0.9968;;0.9968
36.771.692/0001-19;2024-06-01;1;401634;164721686.7798;1;0.889989999999296;0.11001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36.814.809/0001-02;2024-06-01;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3042600;0.9668;0;0.9668
36.846.817/0001-22;2024-12-01;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6300.4678;1;0;1
36.885.948/0001-19;2024-12-01;2;1;1;0.0001;;0.0001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;39547.14128468;0.9999;;0.9999
36.885.989/0001-05;2024-12-01;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;54185.06307229;1;;1
36.930.464/0001-44;2024-12-01;1;349;2513742;0.794;0.9443;0.0557;6;370230;0.1169;1;0;9;192384;0.0608;1;0;3;88176;0.0279;1;0;;;;;;;;;;;;;;;;1;1352;0.0004;1;0
36.969.658/0001-53;2024-12-01;1;84;196826.7124512;0.258606286756477;0.0403523666387238;0.218253920117753;4;224590.13848148;0.295084041345346;;0.295084041345346;1;76618.41945894;0.100667255509535;;0.100667255509535;2;263070.4046477;0.345642416388643;;0.345642416388643;;;;;;;;;;;;;;;;;;;;
37.037.297/0001-70;2024-06-01;1;8324;1750865;1;0.995074;0.004926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37.087.810/0001-37;2024-12-01;1;95354;12595841;0.896826166465455;0.825364999999835;0.066577;0;0;0;0;0;1;1449067;0.103173833534545;0;0.108058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37.112.770/0001-36;2024-12-01;1;4340;678011;0.508;0.4138;0.0942;2;178398;0.1337;0.0749;0.0588;;;;;;1;203473;0.1525;;0.1525;1;274680;0.2058;;0.2058;;;;;;;;;;;;;;;
37.180.091/0001-02;2024-12-01;1;6739;4003900;1;0.9297;0.0703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37.262.531/0001-62;2024-12-01;1;1617;67751.62546487;0.683309366017924;0.265265178485791;0.418044187532133;2;12614.48325515;0.127223435549744;0.127223435549744;0;0;0;0;0;0;1;18786.08914857;0.189467198432332;0.189467198432332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37.262.752/0001-30;2024-12-01;1;6;15136;0.0261;1;0;2;65225;0.1124;0;1;0;0;0;0;0;0;0;0;0;0;2;249119;0.4291;0;1;0;0;0;0;0;1;251030;0.4324;0;1;0;0;0;0;0
37.266.902/0001-84;2024-12-01;1;6;283;0.119107744107744;0.00294612794612795;0.116161616161616;3;394;0.165824915824916;0;0.165824915824916;1;325;0.136784511784512;0;0.136784511784512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1374;0.578282828282828;0;0.578282828282828
37.295.919/0001-60;2024-12-01;1;292367;118621236;0.942440322169494;0.798500999999894;0.128692;1;7244809;0.0575596778305062;0;0.0728070000000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37.295.952/0001-90;2024-12-01;1;6;2302;0.182669417552769;0.0159498492302809;0.166719568322489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;10300;0.817330582447231;;0.817330582447231
37.433.832/0001-01;2024-12-01;1;;;;;;;;;;;;;;;;1;47452.88289141;0.1521;;0.1521;1;83409.30127709;0.2673;;0.2673;;;;;;;;;;;1;181162.96933848;0.5806;;0.5806
37.899.356/0001-19;2024-12-01;1;16;66157.33;0.058;0.058;;5;413780;0.363;0.363;;3;395796.67;0.3473;0.3473;;1;186990;0.1641;;0.1641;;;;;;;;;;;2;77056;0.0676;;0.0676;;;;;
37.899.400/0001-90;2024-12-01;2;55;63910;0.4428;0.1595;0.2832;3;28810;0.1996;;0.1996;1;19378;0.1343;;0.1343;;;;;;1;32234;0.2233;;0.2233;;;;;;;;;;;;;;;
37.899.479/0001-50;2024-12-01;1;3373;571962;0.3021;0.2313;0.0708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1321543;0.6979;;0.6979
37.931.298/0001-63;2024-12-01;1;;;;;;1;76600.82662338;0.0555;0;0.0555;;;;;;;;;;;;;;;;;;;;;;;;;;1;1303629.83;0.9445;0;0.9445
37.950.819/0001-20;2024-12-01;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;477007500;1;0;1
38.051.307/0001-94;2024-06-01;1;132;9057;0.100633333333333;0.100619;0;1;5725;0.0636111111111111;0;0.063611;0;0;0;0;0;1;17189;0.190988888888889;0.190989;0;1;20000;0.222222222222222;0.222221999999999;0;0;0;0;0;0;1;38029;0.422544444444444;0;0.422559;0;0;0;0;0
